IXP_Country_ISO_Alpha2,IXPDB_ID,PCH_ID,PeeringDB_ID,IXP_name_IXPDB,IXP_name_PCH,IXP_name_PDB,IXP_City,IXP_region_continent,Date_Creation_PDB,Date_Creation_PCH,Date_Update_PCH,Date_Update_IXPDB,IXP_Website,IXP_Url_Stats,IXP_Url_Stats_PCH,Url_Stats_comments (For IXP_Url_Stats; if the PCH_url is used; there will be an *),Date_check_Stats (For IXP_Url_Stats)
US,221,630,249,KCIX Kansas City (Kansas City Internet Exchange),Kansas City Internet Exchange,KCIX,Kansas City,North America,2010-07-29T00:00:00Z,20060000,2019/7/28,2019-06-17T23:01:41Z,http://www.kcix.net/,,['http://www.kcix.net/graphs/Daily.png'],*OK (Only daily),2019/8/8
CO,69,,252,NAP Colombia (NAP Colombia),,NAP Colombia,Bogota,South America,2010-12-11T00:00:00Z,,,2019-06-19T01:08:38Z,http://nap.co,http://nap.co/html/estadisticas.php,,OK,2019/7/11
FR,39,1097,255,Equinix Paris (Equinix Internet Exchange - Paris),Equinix Paris,Equinix Paris,Paris,Europe,2010-07-29T00:00:00Z,20080000,0000-00-00,2019-08-07T13:04:58Z,https://www.equinix-ix.fr/,https://ix.equinix.com/,,Not OK (No graph),2019/7/11
US,231,946,256,Digital Realty - Phoenix (Digital Realty Phoenix),Digital Realty Phoenix Internet Exchange,Digital Realty Phoenix,Phoenix,North America,2010-07-29T00:00:00Z,20080602,2019/7/28,2019-06-16T23:32:39Z,http://ix.digitalrealty.com,,['https://tieatl-server1.telx.com/usage.pl?drawgraph;day;Phoenix;1484304409'],*OK (Two day - based),2019/8/8
SE,145,225,257,Netnod - Lulea (Netnod - Lulea),Netnod Lule??,Netnod Lulea,Lulea,Europe,2010-07-29T00:00:00Z,20040900,2019/7/28,2019-06-17T06:53:30Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,"['https://www.netnod.se/ix-stats/sums/Lulea_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Lulea_day_sum.png']",OK,2019/7/11
PL,36,509,264,Equinix WA IX (Equinix Warsaw),Equinix IX Warsaw (ex-PLIX),Equinix Warsaw (PLIX),Warsaw,Europe,2010-07-29T00:00:00Z,20060402,2018/11/2,2019-08-07T13:04:58Z,http://www.plix.pl/,http://www.plix.pl/en/network/statistic,,Not OK (No graph),2019/7/11
RO,37,804,270,InterLAN Internet Exchange (Interlan IX),InterLAN-IX,InterLAN,Bucharest  Arad  Cluj-Napoca  Constanta  Craiova  Iasi  Suceava  Timisoara,Europe,2010-07-29T00:00:00Z,20070000,2019/7/28,2019-08-05T11:00:14Z,https://www.interlan.ro/en/,https://ixpm.interlan.ro/statistics/ixp,['http://netview.interlan.ro/graphs/graph_3615_1.png'],OK,2019/7/11
EG,206,59,274,CAIX (Cairo Internet Exchange),Cairo Internet Exchange,CAIX,Cairo,Middle East,2010-07-29T00:00:00Z,20020500,2019/7/28,2019-06-18T08:44:14Z,http://www.caix.net.eg/,http://www.caix.net.eg/index.php/technical-info/traffic-statistics,['http://www.caix.net.eg/images/stories/graphs/graph_22_1.png'],OK,2019/7/11
DE,341,1052,291,ECIX-HAM,European Commercial Internet Exchange Hamburg,ECIX-HAM,Hamburg,Europe,2010-07-29T00:00:00Z,20090121,0000-00-00,2019-06-16T23:59:46Z,https://www.ecix.net/,https://www.ecix.net/infrastructure/statistics,,OK (should click the link),2019/7/11
LU,58,1234,297,LU-CIX (Luxembourg Commercial Internet Exchange),Luxembourg Commercial Internet Exchange,LU-CIX,Luxembourg,Europe,2010-07-29T00:00:00Z,20100000,2019/7/28,2019-06-18T08:35:29Z,https://www.lu-cix.lu/,,['http://pub.lu-cix.restena.lu/graphs/totals/past-day_500x250.png'],*OK (Only daily),2019/8/8
NO,99,,298,NIX2 (Norwegian Internet Exchange 2),,NIX2,Oslo,Europe,2010-07-29T00:00:00Z,,,2019-05-28T06:24:26Z,https://www.nix.no/,https://www.nix.no/statistics/,,OK,2019/7/11
SK,552,574,299,NIX.SK (NIX.CZ  z.s.p.o. organizacna zlozka),NIX.SK - exSitelIX,NIX.SK,Bratislava,Europe,2010-07-29T00:00:00Z,20050801,2019/7/28,2019-08-06T14:00:14Z,https://www.nix.sk/sk,,"['https://www.nix.sk/mrtg/NIXSK/nixsk-all-day.png', 'https://www.nix.sk/mrtg/NIXSK/nixsk-all-day.png']",*OK (Two links are the same),2019/8/8
RO,16,189,301,RoNIX (Romanian Network for Internet eXchange),Romanian National Internet Exchange,RoNIX,Bucharest,Europe,2010-07-29T00:00:00Z,20010907,2019/2/3,2019-05-27T22:16:54Z,https://anisp.ro/,https://ronix.ro/,,Not OK (No graph),2019/7/11
HR,28,51,303,CIX (Croatian Internet eXchange),Croatian Internet Exchange,CIX,Zagreb,Europe,2010-07-29T00:00:00Z,20000000,2019/7/28,2019-05-28T06:00:44Z,http://www.cix.hr/,http://www.cix.hr/en/about-cix/traffic-statistics/traffic-summary,['https://www.srce.unizg.hr/multimedia/CIX-stat/ixp001-bits-day.png?1508187688'],OK,2019/7/11
IT,38,1128,311,VSIX (VSIX Nap del Nord Est),VSIX NAP del Nord Est,VSIX,Padova,Europe,2010-07-29T00:00:00Z,20090901,2019/7/28,2019-08-07T13:04:58Z,http://www.vsix.it/,https://www.vsix.it/en/support/statistics.htm,"['https://www.vsix.it/stat.php?m=t&f=stats0.png', 'https://www.vsix.it/stat.php?m=t&f=stats0.png']",OK,2019/7/11
NL,146,803,313,R-iX (Rotterdam Internet eXchange),Rotterdam Internet eXchange,R_iX,Rotterdam,Europe,2010-07-29T00:00:00Z,20070000,2018/2/28,2019-06-17T14:11:12Z,https://www.r-ix.nl,https://www.r-ix.nl/#Traffic,,OK,2019/7/11
BR,214,1088,314,Londrina (LDA) (IX.br - Londrina (LDA)),Ponto de Troca de Trafego do Londrina,IX.br (PTT.br) Londrina,Londrina/PR,South America,2010-07-29T00:00:00Z,20090215,2019/7/28,2019-06-17T20:24:40Z,http://ix.br,http://ix.br/trafego/agregado/lda,"['http://old.ix.br/stats/7137e5d6e862f9e5d47b6eb3c6693922/lda/images/pix/agregado_bps-daily.png', 'http://old.ix.br/stats/7137e5d6e862f9e5d47b6eb3c6693922/lda/images/pix/agregado_bps-daily.png']",OK,2019/7/11
SI,25,,319,SIX (Slovenian Internet Exchange),,SIX SI,Ljubljana,Europe,2010-07-29T00:00:00Z,,,2019-05-27T22:19:53Z,https://www.arnes.si/infrastructure/six-slovenian-internet-exchange/,https://www.arnes.si/infrastructure/six-slovenian-internet-exchange/six-traffic/,,OK,2019/7/11
GB,600,62,321,LINX LON2,London Internet Exchange,LINX LON2,London,Europe,2010-07-29T00:00:00Z,19941108,2018/8/22,2019-08-07T13:04:58Z,http://www.linx.net/,https://stats.linx.net/,,OK,2019/7/11
US,229,1206,322,Digital Realty - Dallas (Digital Realty  Dallas),Digital Realty Dallas Internet Exchange,Digital Realty Dallas,Dallas,North America,2010-07-29T00:00:00Z,20070000,2019/7/28,2019-06-16T23:31:35Z,http://ix.digitalrealty.com,,['http://tieatl-server1.telx.com/usage.pl?drawgraph;day;Dallas;1484306858'],*OK (Two day - based),2019/8/8
US,230,1149,325,Digital Realty - New York (Digital Realty New York),Digital Realty New York Internet Exchange,Digital Realty New York,New York/New Jersey,North America,2010-07-29T00:00:00Z,20090000,2019/7/28,2019-06-16T23:32:05Z,http://ix.digitalrealty.com,,"['http://tieatl-server1.telx.com/usage.pl?drawgraph;day;NewYork;1260250574', 'http://tieatl-server1.telx.com/usage.pl?drawgraph;day;NewYork;1260250574']",*OK (Two links are the same),2019/8/8
BG,197,1194,326,Balkan-IX (Balkan Internet Exchange),Balkan Internet Exchange,B-IX,Sofia,Europe,2010-07-29T00:00:00Z,20100000,2019/7/28,2019-06-17T22:54:14Z,http://www.b-ix.net/,http://www.b-ix.net/technical/statistics/,"['http://www.b-ix.net/traffic_graph_daily.png', 'http://www.b-ix.net/traffic_graph_daily.png']",OK,2019/7/11
UA,198,,327,DTEL-IX (Digital Telecom Internet Exchange),,DTEL-IX,Kiev,Europe,2010-07-29T00:00:00Z,,,2019-08-07T13:04:57Z,https://dtel-ix.net/en/,https://dtel-ix.net/en/st,,OK,2019/7/11
FI,46,70,328,TREX (TREX Regional Exchanges Oy),Tampere Region Exchange,TREX,Tampere,Europe,2010-07-29T00:00:00Z,20030803,2018/4/2,2019-08-07T13:04:58Z,http://www.trex.fi/,https://stats-trex.basen.com/,,OK,2019/7/11
BG,40,1137,331,BIX.BG (Bulgarian Internet eXchange),Bulgarian Internet eXchange,BIX.BG,Sofia,Europe,2010-07-29T00:00:00Z,20090801,2019/7/28,2019-06-16T23:14:37Z,http://www.bix.bg/,http://www.bix.bg/en/technical_information/traffic_statistics.html,['http://www.bix.bg/assets/images/Traffstats/bixtotal-days.png'],OK,2019/7/11
GR,752,94,347,GR-IX::Athens (Greek Internet Exchange),GR-IX Athens,GR-IX::Athens,Athens,Europe,2010-07-29T00:00:00Z,20000000,2019/7/28,2019-07-31T08:01:57Z,http://www.gr-ix.gr/,http://www.gr-ix.gr/traffic/,"['https://portal.gr-ix.gr/grapher/infrastructure?id=1&period=day', 'https://portal.gr-ix.gr/grapher/infrastructure?id=1&period=day']",OK,2019/7/11
RU,169,190,350,ekt-ix (EKT-IX public peering VLAN),MSK-IX Ekaterinburg,MSK-IX Ekaterinburg,Ekaterinburg,Asia Pacific,2010-07-29T00:00:00Z,20121201,2016/6/6,2019-05-28T23:45:21Z,http://www.msk-ix.ru/en/ix/ekt,http://www.msk-ix.ru/en/traffic,,OK,2019/7/11
CA,266,,355,QiX (Quebec Internet eXchange),,QIX,Montreal,North America,2010-07-29T00:00:00Z,,,2019-06-17T23:10:33Z,https://www.qix.ca/?lang=en,https://www.qix.ca/network?lang=en,,OK,2019/7/11
RU,523,,358,DataIX - Ufa (DataIX - Ufa),,DATAIX,Frankfurt  Stockholm  Helsinki  Amsterdam  St.Petersburg  Moscow  Ekaterinburg  Ufa  Novosibirsk  Omsk  Khabarovsk Kiev  Kharkov  Odessa,Europe,2010-07-29T00:00:00Z,,,2019-06-17T09:05:16Z,http://www.dataix.ru,http://graphs.dataix.ru/total.png,,OK (just one single png graph),2019/7/11
FR,41,1124,359,France-IX (FranceIX Paris),France-IX,France-IX Paris,Paris,Europe,2010-07-29T00:00:00Z,20101100,2019/7/28,2019-03-01T12:02:18Z,https://www.franceix.net,https://tools.franceix.net/pops,['https://tools.franceix.net/static/images/observium/all-par-1d.png'],OK,2019/7/11
TZ,50,242,361,TIX - Tanzania (Tanzania Internet eXchange),TIX Tanzania - Dar es Salaam,TIX Tanzania - Dar es Salaam,Dar es Salaam,Africa,2010-07-29T00:00:00Z,20030700,2019/7/28,2019-06-18T08:34:57Z,http://tix.or.tz/,https://stats.tix.or.tz/,"['https://stats.tix.or.tz/graphs/daily.png', 'https://stats.tix.or.tz/graphs/daily.png']",*OK,2019/8/8
CW,61,988,366,AMS-IX Caribbean,Caribbean Internet Exchange,AMS-IX Caribbean,Curacao,South America,2013-05-12T00:00:00Z,20090420,2019/7/28,2019-08-07T10:00:58Z,http://www.ams-ix.cw/,https://cw.ams-ix.net/technical--2/statistics,"['https://stats-cw.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-cw.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;counter=bps;scale=normal;interval=daily']",Not OK (traffic data graphs available at https://www.ams-ix.net/car/documentation/total-stats),2019/7/11
RO,291,1385,372,Balcan-IX (Balcan-IX),Balcan-IX,Balcan-IX,Bucharest,Europe,2010-07-29T00:00:00Z,20080000,2019/7/28,2019-06-19T21:10:23Z,http://www.balcan-ix.net,http://balcan-ix.net/new/en/traffic-statistics/,['http://trafic.balcan-ix.net/graph_image.php?action=view&local_graph_id=497&rra_id=1'],Not OK (404 Page not found but traffic data graphs available at http://www.balcan-ix.net/traffic-statistics/),2019/7/11
RU,170,1044,378,vlv-ix (VLV-IX public peering VLAN),MSK-IX Vladivostok,MSK-IX Vladivostok,Vladivostok,Asia Pacific,2010-07-29T00:00:00Z,20080000,2013/12/9,2019-08-07T10:01:27Z,http://www.msk-ix.ru/en/ix/vlv,http://www.msk-ix.ru/en/traffic,,OK,2019/7/11
RU,88,193,379,smr-ix (SMR-IX public peering VLAN),MSK-IX Samara,MSK-IX Samara,Samara,Europe,2010-07-29T00:00:00Z,20090000,2014/8/20,2019-08-07T10:01:27Z,http://www.msk-ix.ru/en/ix/smr,http://www.msk-ix.ru/en/traffic,,OK,2019/7/11
RU,178,1046,380,rnd-ix (RND-IX public peering VLAN),MSK-IX Rostov-on-Don,MSK-IX Rostov-on-Don,Rostov-on-Don,Europe,2010-07-29T00:00:00Z,20090000,2014/8/20,2019-08-07T10:01:26Z,http://www.msk-ix.ru/en/ix/rnd,http://www.msk-ix.ru/en/traffic/,,OK,2019/7/11
LV,83,,383,LIX - Latvia (Latvian Internet eXchange),,LIX-LV,Riga,Europe,2010-07-29T00:00:00Z,,,2019-06-19T01:16:48Z,http://www.lix.lv,http://www.lix.lv/site/load,,OK,2019/7/11
IE,645,116,387,INEX LAN2 (Internet Neutral Exchange Association Limited by Guarantee),Internet Neutral Exchange Association Limited,INEX LAN2,Dublin,Europe,2010-07-29T00:00:00Z,19960000,2019/7/28,2019-08-06T11:00:20Z,https://www.inex.ie/,https://www.inex.ie/ixp/statistics/ixp,['https://www.inex.ie/ixp/grapher/ixp?id=1&type=png'],OK,2019/7/11
IL,112,117,393,IIX - Tel Aviv (Israeli Internet eXchange),Israeli Internet Exchange,IIX Israel,Petah Tikva,Middle East,2010-07-29T00:00:00Z,19960000,2019/7/28,2019-08-07T13:04:58Z,http://www.iix.net.il,,"['https://en.isoc.org.il/iix/cacti/cactiexports/graphs/graph_399_1.png', 'https://en.isoc.org.il/iix/cacti/cactiexports/graphs/graph_399_1.png']",*OK,2019/8/8
RU,275,1223,398,kzn-ix (KZN-IX public peering VLAN),MSK-IX Kazan,MSK-IX Kazan,Kazan,Europe,2010-07-29T00:00:00Z,20100500,2013/12/9,2019-08-07T10:01:04Z,http://www.msk-ix.ru/en/ix/kzn,http://www.msk-ix.ru/en/traffic/,,OK,2019/7/11
BR,262,1199,415,Campinas (CAS) (IX.br - Campinas (CAS)),Ponto de Troca de Trafego do Campinas,IX.br (PTT.br) Campinas,Campinas/SP,South America,2010-07-31T00:00:00Z,20091130,2019/7/28,2019-06-17T20:25:16Z,http://ix.br,http://ix.br/trafego/agregado/cas,['http://old.ix.br/stats/64d04c470b3b2cfd6a8baaa2326ddefa/cas/images/pix/agregado_bps-daily.png'],OK,2019/7/11
UG,96,,422,Kampala 1 (Uganda Internet eXchange Point),,UIXP,Kampala,Africa,2010-08-18T00:00:00Z,,,2019-08-06T16:02:03Z,https://uixp.co.ug/,https://portal.uixp.co.ug/public-statistics/public,,OK,2019/7/11
SG,371,1272,429,SGIX (Singapore Internet Exchange),Singapore Internet Exchange,SGIX,Singapore,Asia Pacific,2010-09-10T00:00:00Z,20100607,2019/7/28,2019-06-18T02:12:50Z,https://www.sgix.sg,https://www.sgix.sg/traffic-statistics/,"['https://www.sgix.sg/statistics/sgix-aggregate-daily.png', 'https://www.sgix.sg/statistics/sgix-aggregate-daily.png']",OK,2019/7/11
AT,348,14,430,GraX (Grazer Internet Exchange ),Grazer Internet Exchange,GraX,Graz,Europe,2010-09-14T00:00:00Z,20100304,2017/4/3,2019-06-18T02:05:31Z,http://www.grax.at/,http://www.grax.at/traffic/,,Not OK (totally blank),2019/7/11
GB,281,1232,435,IXLeeds (Leeds Internet Exchange),Leeds Internet Exchange,IX Leeds,Leeds / Western Yorkshire,Europe,2010-09-21T00:00:00Z,20100920,2019/7/28,2019-06-17T23:52:49Z,http://ixleeds.net,http://ixleeds.net/graphs.php,['https://www.mixp.org/stats/aggregate-traffic-year.png'],Not OK (requested URL not found on the server),2019/7/11
US,335,1265,446,MICE (Midwest Internet Cooperative Exchange),Midwest Internet Cooperative Exchange,MICE,Minneapolis  MN,North America,2010-10-09T00:00:00Z,20110111,2019/7/28,2019-06-17T15:00:04Z,http://www.micemn.net,http://micelg.usinternet.com/export/,"['http://micelg.usinternet.com/export/graphs/graph_1430_1.png', 'http://micelg.usinternet.com/export/graphs/graph_1430_1.png']",OK,2019/7/11
ID,358,907,452,BIX - Jakarta (Biznet Internet eXchange),Biznet Internet Exchange,BIX Jakarta,Jakarta,Asia Pacific,2010-10-30T00:00:00Z,20060000,2019/1/30,2019-06-17T08:49:04Z,http://www.biznetnetworks.com/En/?menu=Bix,,['http://www.biznetnetworks.com/images/bix/bix-new/bix-daily.png'],*OK (Only daily),2019/8/8
GU,472,1267,463,GU-IX (Guam Internet Exchange),Guam Internet Exchange,GU-IX,Guam,Asia Pacific,2010-12-09T00:00:00Z,20110000,0000-00-00,2019-06-18T22:18:02Z,http://www.gu-ix.net,http://www.gu-ix.net/stats/,,Not OK (requested URL not found on the server),2019/7/11
PL,436,2023,474,EPIX Warsaw (e-Poludnie Internet Exchange),EPIX.Warszawa-KIX,EPIX.Warszawa-KIX,Warsaw,Europe,2011-01-15T00:00:00Z,20130000,2019/7/28,2019-03-13T22:16:00Z,http://www.epix.net.pl/,http://www.epix.net.pl/narzedzia/statystyki-epix/#epix-katowice-stats,['https://newstats.epix.net.pl/epix-traffic-all-day.png'],Not OK (access to the site is limited for security reasons),2019/7/11
PL,346,918,481,Thinx (Thinx),Thinx Poland,Thinx,Warsaw,Europe,2011-02-06T00:00:00Z,20060000,2019/6/30,2019-06-17T14:27:00Z,http://www.atman.pl,https://portal.atman.pl/stats/acx.jsf,,Not OK (need to login),2019/7/11
PL,401,1636,482,TPIX (Orange Polska Internet Exchange),TPIX - Internet Exchange,TPIX,Warsaw,Europe,2011-02-06T00:00:00Z,20101100,2019/7/28,2019-06-13T21:05:54Z,http://www.tpix.pl/en,http://www.tpix.pl/en/statystyki_en.html,"['http://stats.tpix.pl/img/day.png', 'http://stats.tpix.pl/img/day.png']",OK,2019/7/11
NG,60,,488,IXPN (Internet Exchange Point of Nigeria),,IXPN Lagos,Lagos,Africa,2011-03-03T00:00:00Z,,,2019-06-17T14:01:25Z,http://www.ixp.net.ng,http://rt1.ixp.net.ng/mrtg/totalixpnlagos.html,,Not OK (access to the site is blocked in accordance with company policy),2019/7/11
PL,548,2022,491,EPIX (e-Poludnie Internet Exchange),EPIX.Katowice,EPIX.Katowice,Katowice/Silesia,Europe,2011-03-25T00:00:00Z,20130000,2019/7/28,2019-06-19T07:19:12Z,http://www.epix.net.pl/,http://www.epix.net.pl/narzedzia/statystyki-epix/#epix-katowice-stats,"['https://newstats.epix.net.pl/epix-traffic-all-day.png', 'https://newstats.epix.net.pl/epix-traffic-all-day.png']",Not OK (access to the site is limited for security reasons),2019/7/11
FI,172,1515,492,FICIX - Oulu (Finnish Communication and Internet Exchange - Oulu),Finnish Communication and Internet Exchange Oulu,FICIX 3 (Oulu),Oulu,Europe,2011-03-19T00:00:00Z,20080000,0000-00-00,2019-05-29T00:20:34Z,http://www.ficix.fi/,http://stats.ficix.fi/,,Not OK (name not resolved),2019/7/11
US,418,1816,499,MKEIX (Milwaukee Internet Exchange),Milwaukee Internet Exchange,MKE-IX,Milwaukee,North America,2011-06-02T00:00:00Z,20110000,2019/7/28,2019-06-19T01:00:38Z,http://www.mkeix.net,http://www.mkeix.net/stats,"['http://mkeix.net/stats.php?mode=day', 'http://mkeix.net/stats.php?mode=day']",Not OK (requested URL not found on the server),2019/7/11
RU,293,1864,512,PIRIX (PIRIX Internet Exchange),PIRIX,PIRIX,St.Petersburg,Europe,2011-05-12T00:00:00Z,20080000,2018/6/29,2019-06-17T23:56:22Z,http://www.pirix.ru,http://pirix.ru/statistics/,,OK,2019/7/11
AU,393,8,513,VIC-IX,Victoria Internet Exchange,IX Australia VIC,Melbourne/Victoria,Australia,2011-05-12T00:00:00Z,20110000,2019/7/28,2019-08-07T01:01:35Z,http://www.waia.asn.au,https://metrics.ix.asn.au,"['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=18&var-polling_interval=5m&theme=light&width=1000&height=400', 'https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=18&var-polling_interval=5m&theme=light&width=1000&height=400']",OK (Grafana home page linked to IX aggregates  Overview and Peers),2019/7/11
LT,,,526,,,LIXP,Vilnius,Europe,2011-08-05T00:00:00Z,,,,http://www.lixp.lt/en/,http://www.lixp.lt/en/network/stat,,Not OK (No graph),2019/7/11
MZ,338,158,528,MOZ-IX (Mozambique Internet Exchange Point ),Mozambique Internet Exchange,MOZIX,Maputo,Africa,2011-08-09T00:00:00Z,20020700,2016/11/22,2019-06-17T23:59:54Z,http://www.mozix.org.mz,http://www.mozix.org.mz/mrtg,,Not OK (requested URL not found on the server),2019/7/11
RU,,516,529,,Krasnoyarsk Internet Exchange,KRS-IX,Krasnoyarsk,Europe,2011-08-23T00:00:00Z,20060000,2019/7/28,,http://www.krs-ix.ru,,['http://www.red-ix.ru/static/images/cacti/graphs/graph_254_1.png'],*OK (Can not see very clearly),2019/8/8
LI,483,1859,543,Rheintal IX (Rheintal IX),Rheintal Internet Exchange,Rheintal IX,Eschen/LI  Feldkirch/AT  St. Gallen/CH,Europe,2011-12-06T00:00:00Z,20111027,2019/6/16,2019-06-13T22:32:01Z,http://www.rheintal-ix.net,http://www.rheintal-ix.net/traffic/,"['https://cacti.rheintal-ix.net/export/graphs/graph_82_1.png', 'https://cacti.rheintal-ix.net/export/graphs/graph_82_1.png']",OK,2019/7/11
BR,160,1018,556,Salvador (BA) (IX.br - Salvador (BA)),Ponto de Troca de Trafego do Salvador,IX.br (PTT.br) Salvador,Salvador/BA,South America,2012-01-16T00:00:00Z,20080000,2019/7/28,2019-06-18T08:42:23Z,http://ix.br,http://ix.br/trafego/agregado/ba,['http://old.ix.br/stats/fd6bf1772c30a428a00c015b76c83d65/ba/images/pix/agregado_bps-daily.png'],OK,2019/7/11
BR,376,1441,558,Caxias do Sul (CXJ) (IX.br - Caxias do Sul (CXJ)),Ponto de Troca de Trafego do Caxias do Sul,IX.br (PTT.br) Caxias do Sul,Caxias do Sul/RS,South America,2012-01-24T00:00:00Z,20130600,2019/7/28,2019-06-17T15:03:38Z,http://ix.br,http://ix.br/trafego/agregado/cxj,['http://old.ix.br/stats/1ca8748e6672014e5862c1eda1e19c97/cxj/images/pix/agregado_bps-daily.png'],OK,2019/7/11
SK,167,1521,559,SIX - Ko??ice (Slovak Internet eXchange - Ko??ice),Slovak Internet Exchange Ko??ice,SIX.SK Ko??ice,Ko??ice,Europe,2012-01-30T00:00:00Z,20080600,2019/8/7,2019-05-09T14:59:30Z,http://www.six.sk,http://www.six.sk/statske,['https://www.six.sk/stats/kosice/aggregated-ke-day.png'],OK,2019/7/11
JP,119,125,564,JPIX - Osaka (Japan Internet Exchange - Osaka),JPIX Osaka,JPIX OSAKA,Osaka,Asia Pacific,2012-02-02T00:00:00Z,20020400,2019/7/28,2019-06-17T06:49:50Z,https://www.jpix.ad.jp/en/,https://www.jpix.ad.jp/en/technical_traffic.php,"['https://www.jpix.ad.jp/en/img/TOTAL-OSK.In_e.png', 'https://www.jpix.ad.jp/en/img/TOTAL-OSK.In_e.png']",OK,2019/7/11
BR,284,1276,575,Goi??nia (GYN) (IX.br - Goi??nia (GYN)),Ponto de Troca de Trafego do Goi??nia,IX.br (PTT.br) Goi??nia,Goi??nia/GO,South America,2012-03-25T00:00:00Z,20101020,2019/7/28,2019-06-17T20:26:59Z,http://ix.br,http://ix.br/trafego/agregado/gyn,['http://old.ix.br/stats/e1100a9487a40dac85dc59754ba070e8/gyn/images/pix/agregado_bps-daily.png'],OK,2019/7/11
AU,392,1472,576,QLD-IX,Queensland Internet Exchange,IX Australia QLD,Brisbane/Queensland,Australia,2012-03-22T00:00:00Z,20110000,2019/7/28,2019-08-07T01:01:31Z,http://www.ix.asn.au,https://metrics.ix.asn.au,['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=16&var-polling_interval=5m&theme=light&width=1000&height=400'],OK (Grafana home page linked to IX aggregates Overview and Peers),2019/7/11
HK,356,1319,577,AMS-IX Hong Kong,AMS-IX Hong Kong,AMS-IX Hong Kong,Hong Kong,Asia Pacific,2012-03-28T00:00:00Z,20120401,2019/7/28,2019-08-07T10:00:56Z,http://www.ams-ix.hk,http://www.ams-ix.hk/total-traffic-statistics,"['https://stats-hk.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-hk.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;scale=normal;interval=daily']",Not OK (traffic data graphs available at https://www.ams-ix.net/hk/documentation/total-stats),2019/7/11
RU,384,195,580,stw-ix (STW-IX public peering VLAN),MSK-IX St. Petersburg,MSK-IX Stavropol,Stavropol,Europe,2012-05-23T00:00:00Z,20090000,2016/6/6,2019-08-07T10:01:28Z,http://www.msk-ix.ru/en/ix/stw,http://www.msk-ix.ru/en/traffic,,OK,2019/7/11
NO,192,,582,BIX Bergen (Bergen Internet Exchange),,BIX Bergen,Bergen,Europe,2012-05-24T00:00:00Z,,,2019-06-18T08:42:57Z,https://www.nix.no/,https://www.nix.no/statistics/,,OK,2019/7/11
GB,349,1332,583,LINX Manchester,IXManchester powered by LINX,LINX Manchester,Manchester,Europe,2012-06-02T00:00:00Z,20120429,2018/8/22,2019-08-07T13:04:58Z,http://www.linx.net,http://portal.linx.net,,OK,2019/7/11
AE,373,1341,587,UAE-IX (United Arab Emirates Internet Exchange),UAE-IX by DE-CIX,UAE-IX,Dubai,Middle East,2012-06-12T00:00:00Z,20120224,2019/7/28,2019-06-19T01:19:37Z,http://www.uae-ix.net,http://www.uae-ix.net/about-uae-ix/statistics/,"['https://www.uae-ix.net/traffic_DXB-2days-1170-400.png', 'https://www.uae-ix.net/traffic_DXB-2days-1170-400.png']",OK,2019/7/11
ZA,351,1306,592,NAPAfrica IX Johannesburg (NAPAfrica),NAPAfrica Johannesburg,NAPAfrica IX Johannesburg,Johannesburg,Africa,2012-07-19T00:00:00Z,20120000,2019/7/28,2019-08-07T07:02:05Z,https://www.napafrica.net,https://www.napafrica.net/napafrica-traffic/,['https://ix.nap.africa/images/jb1.png'],Not OK (404 Page not found but traffic data graphs available at https://www.napafrica.net/peering-traffic/),2019/7/11
ZA,648,1308,597,NAPAfrica IX Cape Town (NAPAfrica),NAPAfrica Cape Town,NAPAfrica IX Cape Town,Cape Town,Africa,2012-07-27T00:00:00Z,20120000,2019/7/28,2019-08-07T07:02:22Z,http://www.teraco.co.za,http://www.napafrica.net/napafrica-traffic/,['https://ix.nap.africa/images/ct1.png'],Not OK (404 Page not found but traffic data graphs available at https://www.napafrica.net/peering-traffic/),2019/7/11
BR,283,1275,603,Campina Grande (CPV) (IX.br - Campina Grande (CPV)),Ponto de Troca de Trafego do Campina Grande,IX.br (PTT.br) Campina Grande,Campina Grande/PB,South America,2012-07-30T00:00:00Z,20100928,2019/7/28,2019-06-17T20:26:20Z,http://ix.br,http://ix.br/trafego/agregado/cpv,['http://old.ix.br/stats/56bd40ebacb261ea9079e570301057b6/cpv/images/pix/agregado_bps-daily.png'],OK,2019/7/11
US,423,,627,SNAP (Southeast Network Access Point),,SNAP,Atlanta,North America,2012-11-20T00:00:00Z,,,2019-06-18T22:08:59Z,http://www.southeastnap.com/,http://www.southeastnap.com/about_us/statistics/,,Not OK (Coming soon),2019/7/11
